round,pickRound,pickNumber,PickValue,MlbRank,SigningBonus,MlbID,PlayerFirst,PlayerLast,UseName,MiddleName,BirthDate,PrimaryPosition,HomeCity,HomeState,HomeCountry,BirthCity,BirthState,BirthCountry,SchoolName,SchoolClass,SchoolCountry,SchoolState,Height,Weight,BatSide,PitchSide,DraftedTeam,MlbVideo,MlbBlurb
4,6,113,"$512,400.00",,$0.00,666374,Matthew,Brash,Matt,Aurel,1998-05-12,P,Kingston (Westbrook / Cataraqui Woods / Cedarwood),Ontario,CAN,Kingston,ON,Canada,Niagara,4YR JR,USA,NY,73,170,R,R,San Diego Padres,,
4,7,114,"$507,400.00",133,$0.00,671155,Vincent,Johnson,Ivan,Ivan,1998-10-11,2B,MARIANNA,Florida,USA,Atlanta,GA,USA,Chipola College,JC J2,USA,FL,72,190,S,R,Cincinnati Reds,https://atmlb.com/2KaSUaL,"Johnson began his college career at the University of Georgia, but found himself stuck behind three infielders who could all go in the top five rounds in this year's Draft. So after his freshman season with the Bulldogs in 2018, he transferred to Chipola Junior College in Florida. The move has paid off as the infielder has put up big numbers and moved himself into top-five-round consideration this June. The switch-hitter has shown the ability to hit for average and power in junior college and it's his bat that will carry him. He has easy power from the left side of the plate and has a good right-handed swing as well, with more gap power from that side. A shortstop in high school, Johnson moved to second base at Chipola because they had a superior defender there and, to his credit, he was willing to do whatever was needed to make the team better. He has decent hands and a solid arm and he could get the chance to move back to shortstop after being drafted, though his somewhat limited range might make second the best spot for him long-term. A loaded Chipola squad had five players taken in the top 10 rounds in the 2017 Draft. This year's roster isn't as loaded, but Johnson, with a floor of an offensive-minded utility player and a ceiling as a bat-first regular at second base, should join that crop in hearing his name called at some point on Day 2."
4,8,115,"$502,300.00",,$0.00,683227,Cody,Freeman,Cody,Nicholas,2001-01-05,SS,RANCHO CUCAMONGA,California,USA,Pomona,CA,USA,Etiwanda HS,HS SR,USA,CA,70,165,R,R,Texas Rangers,https://atmlb.com/2HOPwki,
4,9,116,"$497,500.00",157,$0.00,666149,Tyler,Fitzgerald,Tyler,Joseph,1997-09-15,SS,SPRINGFIELD,Illinois,USA,Springfield,IL,USA,Louisville,4YR JR,USA,KY,75,205,R,R,San Francisco Giants,https://atmlb.com/2QvSexV,"Fitzgerald's father Mike was a two-time first-round choice (1983 January and 1984 June secondary Drafts) who caught briefly in the big leagues with the 1988 Cardinals. Tyler was a 30th-round pick out of an Illinois high school by the Red Sox in the 2016, sliding because of his commitment to Louisville, and scouts thought he had the chance to emerge as a first-rounder after three years of college. That won't quite happen, though a surge in the month leading up to the Draft could carry him as high as the third round. While Fitzgerald doesn't have loud tools, he's a steady performer in all facets of the game. He has improved offensively throughout his college career, making regular contact to all fields from the right side of the plate. He's not a slugger but he has a strong 6-foot-3 frame and has hit the ball harder this spring, so he could have 12-15 home run power if he continues to develop. Fitzgerald has average to above-average speed and good savvy on the bases. He's not the rangiest shortstop, though he makes plays with his reliable hands and solid, accurate arm. If he can't stick at shortstop, he might not produce enough offense to profile as a regular at second or third base, but he does have a high floor as a utilityman."
4,10,117,"$492,700.00",81,$0.00,683770,Jonathan,Robertson,Will,Will,1997-12-26,RF,LOOSE CREEK,Missouri,USA,Loose Creek,MO,USA,Creighton,4YR JR,USA,NE,74,215,L,L,Toronto Blue Jays,https://atmlb.com/2QgpdGg,"As a junior, Robertson hit an extra-inning home run to give Fatima High (Westphalia) the 2015 Missouri state Class 3 baseball championship, but he otherwise drew little attention at his small-town school. After a modest freshman season at Creighton, he made a run at the Big East Conference triple crown in 2018 and continued to produce in the Cape Cod League during the summer. He has been streakier at the plate this spring, costing him a chance to join Chad McConnell (No. 13 overall in 1992) as the only Blue Jays position players ever selected in the first round. Omaha's TD Ameritrade Park is one of the toughest places to hit a home run in college baseball, yet it hasn't been able to contain Robertson, whose short, quick left-handed stroke and strength give him some of the best power in the 2019 college crop. He lets his home runs come naturally rather than swinging for the fences, making repeated contact that could allow him to hit for average as well. To do so, scouts believe he'll need to get more upright in his stance like he was in the past before getting too spread out as a junior. Robertson has below-average speed out of the batter's box but is closer to average once he gets going. He needs to improve his defensive instincts and his arm is merely average, so he could shift from right field at Creighton to left field in pro ball. His all-around profile is similar to that of College World Series hero Trevor Larnach, whom the Twins drafted 20th overall out of Oregon State last June, though Larnach had a more impressive junior season."
4,11,118,"$487,900.00",171,$0.00,663968,Jake,Mangum,Jake,Thomas,1996-03-08,CF,PEARL,Mississippi,USA,Flowood,MS,USA,Mississippi State,4YR SR,USA,MS,73,190,S,L,New York Mets,https://atmlb.com/2I8VLy3,"Mangum comes from a football family -- his grandfather John Sr., father John Jr. and uncle Kris all played professionally -- but has made his name in baseball. He won the Southeastern Conference's batting title (.408) and freshman of the year award in 2016 and has stayed at Mississippi State for four years despite getting drafted by the Yankees in the 30th round as a sophomore and by the Mets in the 32nd round last year. One of the best seniors in the 2019 Draft, he broke Eddy Furniss' SEC career hits record in April with his 353rd. The scouting report on Mangum has changed little during his college career. A switch-hitter, he has an extreme contact approach that results in a lot of opposite-field singles but few walks and little in the way of power. His best tool is his well above-average speed and he's doing a better job of translating it into stolen bases as a senior. Mangum also has improved as a center fielder during his time with the Bulldogs, showing better reads and routes instead of just relying on his quickness to track down balls. He has a stronger arm than most at his position and touched 93 mph with his fastball when he started five games on the mound as a sophomore. One scout likened him to a faster version of Sam Fuld."
4,12,119,"$483,000.00",176,$0.00,680799,Seth,Gray,Seth,Conrad,1998-05-30,3B,SOUTH CHARLESTON,Ohio,USA,Springfield,OH,USA,Wright State University,4YR JR,USA,OH,75,205,L,R,Minnesota Twins,https://atmlb.com/2W8kBbn,"Wright State's Sean Murphy has developed into one of baseball's top catching prospects since signing with the Athletics in the third round three years ago. The Raiders have two more position players who should go on day two of the 2019 Draft, with most scouts preferring Gray ahead of outfielder Peyton Burdick. Gray features plenty of strength in his 6-foot-3, 205-pound frame and has upped his power production as a junior. His bat speed is more ordinary, so he'll need to show he can do damage with wood bats after a so-so showing in the Cape Cod League last summer. A left-handed hitter, he's exhibiting more plate discipline than he has in the past. Gray moves well for a big man and makes the most of his below-average speed on the bases. He covers more than enough ground at third base and will be able to remain there as a pro. His soft hands and strong arm add to a solid defensive package."
4,13,120,"$478,300.00",61,$0.00,669062,Erik,Miller,Erik,Christopher,1998-02-13,P,Chesterfield,Missouri,USA,Wildwood,MO,USA,Stanford,4YR JR,USA,CA,77,240,L,L,Philadelphia Phillies,https://atmlb.com/30Cvm4s,"Miller was a known pitching prospect coming out of De Smet Jesuit High School in Missouri, but went undrafted in 2016, largely because of his strong commitment to Stanford. He's been in the Cardinal's rotation for nearly all of his three years in school, pitching midweek as a freshman and then on the weekend the last two seasons. He's performed well as a junior, helping to erase a subpar Cape Cod League performance, though scouts aren't sure what his future role might be. From a size and pure stuff standpoint, Miller checks off the boxes. The 6-foot-5, 240-pound southpaw has the chance to have three pitches at his disposal. His fastball touches 96-97 mph at times, and his velocity has crept upwards this spring after starting the spring at 88-92 mph. He complements the heater well with a slider that's plus at times and he'll flash an above-average changeup as well. Miller has struggled with command, with a stiff front side that has kept him from finding the strike zone consistently enough. Pure stuff-wise, Miller could be put side-by-side, if not ahead of, some of the college lefties ahead of him on Draft boards. His command and delivery issues have led some evaluators to see a future in the bullpen, where his fastball-slider combination from the left side could lead to a Josh Hader-like role in the future."
4,14,121,"$473,700.00",198,$0.00,682992,Erik,Rivera,Erik,Manuelle,2001-02-04,LHP,CAGUAS,,PR,Caguas,,Puerto Rico,Puerto Rico Baseball Academy,HS SR,PR,,74,200,L,L,Los Angeles Angels,https://atmlb.com/2HH4kkG,"Last summer, Rivera looked like one of the more intriguing bats, especially among the high school set, in the country. He then suffered through a particularly rough batting practice session in front of a ton of scouts at the East Coast Professional Showcase, swinging through several offerings. That hurt his stock as an offensive player and some scouts prefer him on the mound, though he is very raw as a pitcher. While concerns about Rivera's swing and miss have not abated, he did barrel up the baseball more consistently during games at the East Coast Pro Showcase, as well as at other events. He is power over hit for sure, with plus raw power that could allow him to be a run producer if he hits enough to tap into it. He runs well enough and his solid arm makes him fit the right field profile pretty well. The left-hander has only been pitching for about a year, so he would be a bit of a project. But he does have plenty of arm strength, with a fastball up to 94-95 mph. He does show a solid breaking ball when he's on, he definitely has a feel to spin it, but it's very inconsistent and often gets slurvy. He's struggled to command both pitches at times. Scouts are somewhat split as to what direction they think the Florida International commit should head in to start his pro career. The swing and miss concerns some so much they'd put him on the mound, with the hope that professional instruction would help sharpen his stuff. Others would at least send him out as an outfielder, knowing they could always return him to the mound should his bat not develop."
4,15,122,"$469,000.00",169,$0.00,677338,Glenallen,Hill,Glenallen,,2000-09-30,SS,SANTA CRUZ,California,USA,Santa Cruz,CA,USA,Santa Cruz HS,HS SR,USA,CA,69,170,S,R,Arizona Diamondbacks,https://atmlb.com/2VWPZcL,"In last year's Draft, a toolsy high school hitter from Northern California with professional bloodlines was taken in the second round. That was Osiris Johnson, whose father Marcel played in the Minors and who worked with cousin Jimmy Rollins to hone his craft. This year there's another son of a pro in the region in Hill Jr., who has the potential to go in the same neck of the woods in the Draft, and whose father currently manages the Triple-A Albuquerque Isotopes in the Rockies' system. Hill Jr. has all the tools and athleticism one would want to see from a high school performer. There's raw power from both sides of the plate and while it's more of a line drive swing from the left side in games, he shows the pop in batting practice regularly with plus raw power overall. He's also a plus runner with basestealing ability, though he was slowed a bit with a hamstring injury earlier this spring. The only question about him on the offensive side is the swing and miss to his game, with some wondering about him making enough contact to tap into that raw pop. The Arizona State commit has played infield in high school, but there is consensus that he'll move to the outfield at the next level, and he did play out there over the summer. He has the tools to play a strong center field and the bloodlines, not to mention a familial coach, to maximize his potential."
4,16,123,"$464,500.00",73,$0.00,669091,Matthew,Cronin,Matt,G.,1997-09-20,P,FAYETTEVILLE,Arkansas,USA,Navarre,FL,USA,Arkansas,4YR JR,USA,AR,74,195,L,L,Washington Nationals,https://atmlb.com/2VXRWWe,"Cronin has been a bullpen mainstay for Arkansas since his freshman year in 2017 and set a school record with 14 saves last year, when the Razorbacks finished runner-up at the College World Series. He'll likely be the first reliever drafted in 2019, perhaps as high as the second round by a team that places a lot of emphasis on analytics. There's nothing subtle about Cronin, who attacks hitters with two plus pitches that feature outstanding spin rates. His 92-96 mph fastball gets great carry in the strike zone, appearing to rise as it reaches the plate. His over-the-top arm slot helps him get nice depth on his curveball, which can be a true hammer in the mid 70s. Cronin has a lot of effort and some recoil in his delivery, so there's no thought of trying to deploy him as a starter. He battled the strike zone as a freshman before pounding it as a sophomore, but his control has regressed this spring. He projects as a setup man with perhaps a chance to close if he provides more strikes."
4,17,124,"$460,000.00",,$0.00,669001,John,Flowers,J.C.,Carson,1998-05-19,P,ORANGE PARK,Florida,USA,Orange Park,FL,USA,Florida State,4YR JR,USA,FL,75,190,R,R,Pittsburgh Pirates,,
4,18,125,"$455,600.00",135,$0.00,669467,Neil,Pallante,Andre,Andre,1998-09-18,P,SAN CLEMENTE,California,USA,Mission Viejo,CA,USA,University of California - Irvine,4YR JR,USA,CA,72,203,R,R,St. Louis Cardinals,https://atmlb.com/2MfhnOQ,"As a high school junior in 2015, Pallante helped San Clemente High School win the National High School Invitational, then went on to join the Irvine pitching staff. After a freshman season spent largely in the bullpen, he jumped on the national radar as a sophomore All-American starter. He's kept on performing as the Anteaters' Friday night starter, giving him the potential to go in the top five rounds of the Draft. While he's not the prototypical starting pitcher in terms of height, the six-foot right-hander does have a lot of arm speed and strength. And he's worked hard to turn himself into more of a pitcher compared to the thrower he was earlier in his amateur career. He can still go get 96-97 mph at times, but is more comfortable sitting in the 91-94 range with a fastball that has cutting and some sinking action to it. He throws both a slider and a curve, and while the former might be a tick ahead of the latter, some feel he might be better served focusing on the curve to differentiate from his fastball more. He sells a future average changeup well and knows how to pitch backwards when needed. While Pallante doesn't have the cleanest arm action, with a little stab in the back, he repeats his delivery well and tends to be in sync, leading to a lot of strikes. That gives him the chance to stick in a rotation long-term, with the ceiling of a No. 4 type starter."
4,19,126,"$451,800.00",,$0.00,669651,Timothy,Elliott,Tim,Aubrey,1997-10-11,P,LOGANVILLE,Georgia,USA,Loganville,GA,USA,Georgia,4YR JR,USA,GA,73,200,R,R,Seattle Mariners,,"Elliott emerged as a very good midweek starter for Georgia this season -- maybe the best in the country. The 6-foot-1, 200-pound junior right-hander entered the NCAA Tournament with a 2.70 ERA in his 14 games, with 64 strikeouts in 66 2/3 innings. He sits 89-94 mph with his fastball and couples that with a solid slider and an above-average changeup. He throws a lot of strikes, too."
4,20,127,"$447,400.00",,$0.00,685008,Kasey,Kalich,Kasey,Ray,1998-04-25,P,VICTORIA,Texas,USA,Victoria,TX,USA,Texas A&M,4YR SO,USA,TX,75,220,R,R,Atlanta Braves,,"Kalich made the transition from Blinn Junior College (TX) to NCAA D-I at Texas A&M. The Victoria, Texas native moved into the bullpen full-time after starting his college career as a pro going 2-1 with a 3.13 ERA on the season. With a fastball that sits between 90-92 MPH, Kalich has been able to touch 95 MPH. Being a draft-eligible sophomore, Kalich could opt to stay in College Station another year and continue to refine his repertoire."
4,21,128,"$442,900.00",70,$0.00,666209,Graeme,Stinson,Graeme,Wilder,1997-08-06,P,PEACHTREE CORNERS,Georgia,USA,Atlanta,GA,USA,Duke,4YR JR,USA,NC,77,250,L,L,Tampa Bay Rays,https://atmlb.com/2wg1RYe,"Stinson began 2019 as the top-rated four-year college pitching prospect in the Draft despite spending most of his sophomore season at Duke as a reliever. But now he's an enigma after getting shut down after five starts this spring with what was termed a hamstring injury. His fastball dipped into the mid-80s and his slider was less sharp, and he didn't show he could succeed or hold up as starter. Stinson may have the best slider in the Draft when he's 100 percent, displaying mid-80s velocity and two-plane break that make it a plus-plus pitch at its best. He also has a better fastball than most left-handers when he's at his best, operating at 91-96 mph with some sink. His changeup is in its nascent stages because he hadn't needed it much coming out of the bullpen. Even before his confusing year, Stinson came with some red flags. He has a soft body and lacks athleticism, which leads to questions as to whether he can repeat his delivery well enough to make it as a starter. He sometimes gets offline to the plate, costing him fastball command."
4,22,129,"$438,700.00",,$0.00,686668,Brenton,Doyle,Brenton,Edward,1998-05-14,RF,WARRENTON,Virginia,USA,Warrenton,VA,USA,Shepherd University,4YR JR,USA,WV,75,200,R,R,Colorado Rockies,,
4,23,130,"$434,300.00",97,$0.00,686551,Christian,Cairo,Christian,Miguel,2001-06-11,SS,CLEARWATER,Florida,USA,Bakersfield,CA,USA,Calvary Christian HS,HS SR,USA,FL,70,170,R,R,Cleveland Indians,https://atmlb.com/2JXFVsO,"Miguel Cairo spent parts of 17 seasons playing in the big leagues for nine teams. It comes as no surprise to anyone that his son, Christian, brings a higher baseball IQ and better instincts than many high school infielders as his Draft year approaches. At first glance, Cairo might not stand out to most as an under-sized middle infielder without wow tools. Watch him for longer and those plus instincts and feel for the game allow him to play above his tools. He has shown a good feel to hit, making consistent contact while showing the ability to do the little things well, like hit behind runners and drag bunt. There's not a ton of present strength or power and that's not likely to be a part of his game at the next level. Defensively, he has good hands and a decent arm, but some see a move to second base in his future given his average speed. The biggest question surrounding Cairo might be how signable he is, with a commitment to LSU perhaps standing in the way. He could be a really good college player who comes out in three years with a higher profile, with some seeing a bit of a Christian Colon type profile in him."
4,24,131,"$430,800.00",132,$0.00,686781,Brandon,Lewis,Brandon,Michael,1998-10-23,3B,PORTER RANCH,California,USA,Granada Hills,CA,USA,University of California - Irvine,4YR JR,USA,CA,75,215,R,R,Los Angeles Dodgers,https://atmlb.com/2I4AGoD,"For Lewis to be noticed as a prospect, he had to become a much smaller version of himself. While in high school, the infielder came in at around 285 pounds and realized he wasn't in shape for Division I baseball despite an offer from Cal State Northridge. After two years at L.A. Pierce College, a two-year school, Lewis moved to UC-Irvine and weighed in at 215 lbs. He's put up some serious numbers in a pitching-friendly park to put himself firmly on the Draft map. There's little doubt that it will be Lewis' bat that will carry him as a professional, and he has the chance to hit for power and average. The ball does not travel in his home park, but he was flirting with the school's single-season home run record as the Draft approached. There is some length to his swing, and it can get grooved at times, which can be exposed, but scouts think he has the chance to hit enough to tap into his enormous raw power at the next level. He's a better athlete than he appears to be and has the hands to stay at third, though there's some concern his fringy arm won't work from the hot corner long term. Whether he sticks at third or has to move to first, Lewis is going to have to hit his way up to the big leagues. The good news is it looks like he might, with a Ryon Healy- or Rhys Hoskins-type career a possibility if it all clicks."
4,25,132,"$426,600.00",,$0.00,669247,Christopher,Clarke,Chris,,1999-05-13,P,WESTLAKE VILLAGE,California,USA,Westlake Village,CA,USA,USC,4YR JR,USA,CA,79,212,R,R,Chicago Cubs,,
4,26,133,"$422,300.00",131,$0.00,685277,Nicholas,Kahle,Nick,Zachary,1998-02-28,C,SIMI VALLEY,California,USA,Simi Valley,CA,USA,Washington,4YR JR,USA,WA,70,210,R,R,Milwaukee Brewers,https://atmlb.com/2Wt1w2N,"When Kahle first got to the University of Washington after playing his high school ball in Southern California in 2017, he got to learn under the wing of Joey Morgan, who ended up being a third-round pick of the Tigers that June. Kahle's been the starter since, and while he might not surpass his predecessor in terms of when he gets taken, he's had a tremendous junior season to raise his stock. Kahle has been hitting with a lot of confidence all spring, giving scouts hope he'll hit for average at the next level. He's shown the ability to catch up to good fastballs with solid bat speed and recognizes breaking stuff well, which he's gotten a lot of as teams have pitched around him. He tends to show mostly gap power, but he does stay inside the ball well and shows some ability to turn on pitches for some home run power. Short and stocky, Kahle is a below-average runner and doesn't have that much agility behind the plate. He has improved his receiving and blocks well, and while his arm is fringy strength-wise, it's accurate. Teams thinking about taking Kahle early will be buying the bat and believing it will play as a pro. If it does, he has the chance to play a long time, with a floor as a very good backup and the chance to be a solid regular if everything clicks."
4,27,134,"$418,200.00",88,$0.00,668832,Kyle,McCann,Kyle,Joseph,1997-12-02,C,SUWANEE,Georgia,USA,Atlanta,GA,USA,Georgia Tech,4YR JR,USA,GA,74,217,L,R,Oakland Athletics,https://atmlb.com/2HwX9vF,"McCann committed to Georgia Tech as a high school junior even though the Yellow Jackets had two premium catching prospects, Tyler Stephenson and Joey Bart, in the recruiting class ahead of him. Stephenson signed with the Reds as a first-round pick but Bart made it to campus, which meant McCann spent his first two college seasons playing first base while Bart blossomed into the No. 2 overall pick in the 2018 Draft. McCann has returned behind the plate this spring while maintaining his status as one of the Atlantic Coast Conference's top sluggers. McCann's best tool is his plus raw left-handed power, and he uses the strength and leverage in his 6-foot-2 frame to drive the ball to all fields. There's some swing and miss in his game and he has yet to have much success with wood bats, so he probably won't hit for a high average. But he compensates by working deep counts and drawing plenty of walks to fuel healthy on-base percentages. There are mixed reviews of McCann's defensive prowess, though a team that believes in his ability to catch and loves his lefty pop could take him as high as the second round. While he's improving as he gets more time behind the plate, he may never be more than a fringy receiver. He has solid to plus arm strength, though his long arm stroke means it plays closer to average."
4,28,135,"$414,000.00",155,$0.00,686481,Jake,Agnos,Jake,Anthony,1998-05-23,P,HAYMARKET,Virginia,USA,Haymarket,VA,USA,East Carolina,4YR JR,USA,NC,71,207,L,L,New York Yankees,https://atmlb.com/2XejYcS,"East Carolina never has had more than one player selected in the first five rounds of a Draft but could have three in June. Outfielder Bryant Packard and first baseman Spencer Brickhouse have posted strong offensive numbers for three years, while Agnos was the American Athletic Conference's 2019 pitcher of the year. He set Pirates records for single-season strikeouts (124 in 83 innings through the regular season) and consecutive scoreless innings (31 entering the conference tournament). Agnos is just 5-foot-11 but produces 88-93 mph fastballs and tops out at 95 with a combination of arm speed and an effortful delivery. His best pitch is his curveball, a plus offering in the upper 70s with 12-6 break when at its best. He also can display a decent changeup but struggles with his feel for the pitch. Agnos' size, mechanics and inconsistent command have him pointed to the bullpen in pro ball. Working in shorter stints, he could have two plus pitches with a harder fastball and curve. He may get an opportunity to prove what he can do as a starter, but he could accelerate quickly to the big leagues as a reliever."
4,29,136,"$410,100.00",172,$0.00,683145,Colin,Barber,Colin,Arthur,2000-12-04,CF,CHICO,California,USA,Paradise,CA,USA,Pleasant Valley HS,HS SR,USA,CA,72,185,L,L,Houston Astros,https://atmlb.com/2QuwBOo,"Barber looked like an up-and-coming prospect as a freshman on Pleasant Valley High School's varsity team in Northern California, but a broken leg during his sophomore year cost him nearly all of the season. He came back strongly as a junior, appeared at several summer showcase events and has continued to perform during his senior season, even though his home area was impacted by the Camp Fire last fall. Barber has the potential to have an offensive profile that fits well in an outfield corner. Using a wide stance, Barber has a quick swing that allows him to barrel up the ball consistently. There's current and even more future power to come in his left-handed swing. An above-average runner, Barber has recorded plus 60-yard times at showcases, is a good baserunner and generally gets good reads and routes in the outfield. His arm is solid and accurate, enough to handle right field capably. Barber gets high marks for his makeup, with confidence he'll make the most of his tools. He is committed to the University of Oregon, where his bat and power tools could be very attractive in three years should he head to campus."
4,30,137,"$406,000.00",68,$0.00,679977,Noah,Song,Noah,Benjamin,1997-05-28,P,CLAREMONT,California,USA,Pomona,CA,USA,Navy,4YR SR,USA,MD,76,200,R,R,Boston Red Sox,https://atmlb.com/2YQK2Lq,"Two pitchers from the U.S. Naval Academy, Mitch Harris and Oliver Drake, have pitched in the big leagues and the pair, while talented, provide a cautionary tale for teams trying to figure out if they should draft Song. The right-hander is having an extraordinary senior year and belongs in top-three-round consideration based on his talent, but it should be noted that it took Harris and Drake nearly seven years to make it all the way to the Majors. Song has a legitimate starting pitcher profile coming from a 6-foot-4 frame. He'll get his fastball consistently up to 96 mph and maintains that velocity throughout his starts, with the only drawback being that it can be a little straight at times. He gets a lot of swings and misses with his above-average slider and some feel that his curveball could be good enough to do the same if he were to throw it more. He can mix in a solid changeup as well and has done a much better job throwing strikes this year. He does have a little bit of an inverted elbow in the back of his delivery, which might cause some of the inconsistencies with his curve, but overall has not kept him from being very effective. The big question mark is about Song's required two-year military service before he potentially could join a Major League organization and the current policy is to not let potential professional athletes forego that requirement (the Air Force's Griffin Jax was able to join the Twins before that rule was changed). So any team interested in Song's considerable upside will be rolling the dice."
5,1,138,"$402,000.00",,$0.00,687231,Darell,Hernaiz,Darell,Giovan,2001-08-03,SS,EL PASO,Texas,USA,San Juan,,Puerto Rico,Americas HS,HS SR,USA,TX,73,170,R,R,Baltimore Orioles,https://atmlb.com/2EPcvtx,
5,2,139,"$398,000.00",113,$0.00,670231,John,Rave,John,Michael,1997-12-30,CF,BLOOMINGTON,Illinois,USA,Canton,IL,USA,Illinois State,4YR JR,USA,IL,72,185,L,L,Kansas City Royals,https://atmlb.com/2YUKoAS,"Illinois State has produced some sneaky good position players in recent years with Paul DeJong (Cardinals, fourth round, 2015) and Owen Miller (Padres, third round, 2018). The next in line is Rave, a 35th-round pick by the Red Sox out of an Illinois high school three years ago. He's an up-the-middle player who can do a little bit of everything and should go in the same territory as Miller and DeJong. A left-handed hitter, Rave employed a more contact-oriented mentality in his first two college seasons. He began driving the ball more often and had success doing so with wood bats in the Cape Cod League last summer, and he has tried to hit for more power this spring. With his current approach, he projects as a possible .270 hitter with 15 homers per season as a pro. Rave's best tool is his speed, and he'll flash some plus-plus times but play more as a plus runner. He's still learning as a basestealer and shows just average instincts in center field, so he's not getting as much out of his quickness as he can. He has a fringy arm and it's not out of the question that he could wind up in left field and develop into a Brett Gardner type."
5,3,140,"$394,300.00",,$0.00,666910,Daniel,Metzdorf,Dan,John,1996-05-28,P,BURLINGTON,Massachusetts,USA,Burlington,MA,USA,Boston College,4YR SR,USA,MA,70,165,L,L,Chicago White Sox,,
5,4,141,"$390,400.00",74,$0.00,683157,Evan,Fitterer,Evan,Otto,2000-06-26,P,ALISO VIEJO,California,USA,Mission Viejo,CA,USA,Aliso Niguel HS,HS SR,USA,CA,75,195,R,R,Miami Marlins,https://atmlb.com/2VLdTTu,"Aliso Niguel High School in Southern California has never had a player taken in the top 10 rounds, with seven past draftees coming in the 14th round or later, and none of them have played in the big leagues. Fitterer's combination of stuff and pitchability give him the chance to be the first on both fronts, though teams wanting to sign him might have to contend with his commitment to UCLA. Fitterer's command and the projection for more in the tank are reasons teams were starting to look at the right-hander in the first three rounds of the Draft. He's been up to as high as 95 mph and has sat 90-93 mph consistently while throwing a four-seamer and a two-seamer. The two-seamer has plus sink and run at times, sometimes throwing with cutter-like action. He'll throw both a curve and slider and though both blend into each other and get slurvy, he does have feel to spin it. The slider is a tick ahead now, but the curve could provide a different contrast with more depth from his cutting fastball in the future. His changeup has the chance to be at least above-average, though he hasn't used it as much this spring. Fitterer has been filling up the strike zone with his live stuff and could have future plus command and control. He reminds some of a young Kyle Hendricks, perhaps with a bigger fastball, but with a similar feel to pitch."
5,5,142,"$386,600.00",106,$0.00,669741,Bryant,Packard,Bryant,Thomas,1997-10-06,LF,GREENVILLE,North Carolina,USA,Seattle,WA,USA,East Carolina,4YR JR,USA,NC,75,200,L,R,Detroit Tigers,https://atmlb.com/2XkJHA8,"A part-time starter as an East Carolina freshman in 2017, Packard exploded as a sophomore. He batted .406/.462/.671 to win American Athletic Conference player of the year honors, set school and league records with a 32-game hitting streak and continued to rake in the Cape Cod League. He has posted strong numbers again this spring despite missing some time with back issues. Packard is one of the most polished hitters in the college ranks. He has fine hand-eye coordination and a disciplined, balanced approach that allow him to make repeated contact to all fields. He has quickness in his left-handed stroke and strength and leverage in his 6-foot-3 frame, giving him solid raw power that he taps into without selling out for home runs. Most of Packard's value will come from his bat, but that could be considerable value as he has the upside of a .280 hitter with 20 homers on an annual basis. Though he's a below-average athlete with speed and arm strength to match, he can play an adequate left field when he's fully healthy. He had to DH at times this spring when his back flared up."
5,6,143,"$382,700.00",,$0.00,669380,Christopher,Lincoln,Chris,Rene,1998-01-02,P,Moreno Valley,California,USA,Anaheim,CA,USA,UC Santa Barbara,4YR JR,USA,CA,76,175,R,R,San Diego Padres,,
5,7,144,"$379,000.00",,$0.00,667478,Evan,Kravetz,Evan,Jacob,1996-12-19,P,HOUSTON,Texas,USA,Miami,FL,USA,Rice,4YR SR,USA,TX,80,240,L,L,Cincinnati Reds,,
5,8,145,"$375,200.00",,$0.00,687005,Kellen,Strahm,Kellen,Robert Manning,1997-04-25,CF,SAN JOSE,California,USA,Eugene,OR,USA,San Jose State,4YR SR,USA,CA,73,215,R,R,Texas Rangers,,
5,9,146,"$371,600.00",196,$0.00,683102,Garrett,Frechette,Garrett,Anthony,2000-12-31,1B,ORANGE,California,USA,Vista,CA,USA,Orange Lutheran HS,HS SR,USA,CA,75,200,L,L,San Francisco Giants,https://atmlb.com/2Xa482M,"As a sophomore, Frechette couldn't crack the Cathedral Catholic varsity squad. Using that as motivation, he worked hard to get stronger and make the team as a junior, which led to him getting invited to several summer showcase circuit events. While he showed off a smooth left-handed swing at times, he also fell into the habit of trying to hit for power too much. This spring, a bout with mono slowed him, but also may have enabled him to get back to being a better all-around hitter. When at his best, Frechette shows the ability to barrel up the baseball consistently. When he first was returning from mono, he shortened up his swing and got to more pitches. He can drive the ball and there is going to be power to tap into as he fills out his 6-foot-3 frame, just so long as he doesn't get out of swing to get to it. An above-average athlete, Frechette runs decently for his size and has shown the ability to play both first base and a corner outfield spot capably, with left a likely home should a team want to try him out there. Players who can hit have the chance to get to their raw power. That's what teams considering signing Frechette away from his San Diego State commitment will be banking on in the hopes he can develop into a Freddie Freeman-type hitter."
